"List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"1-23741731               GURUKULA KANGRI VISHWAVIDYALAYA HARIDWAR                             Uttarakhand     HARIDWAR           HARIDWAR"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                           STATE           DISTRICT           CITY"
"1-6226746                UNITED INSTITUTE OF MANAGEMENT (MBA)                                     Uttar Pradesh   ALLAHABAD          ALLAHABAD"
"1-21699611               CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING, NOIDA                      Uttar Pradesh   GAUTAM BUDDHA NAGARNOIDA"
"1-4544051                SANSKRITI SCHOOL OF BUSINESS (SSB)                                       Uttar Pradesh   MATHURA            CHATTA"
"1-464969221              UMRAO TECHNOLOGICAL INSTITUTE                                            Uttar Pradesh   FATEHPUR           ALAMPUR"
"1-455224771              BABU SANT BUX SHIVMURTI SINGH ENGINEERING AND MEDICO INSTITUTE           Uttar Pradesh   PRATAPGARH         SANDAWA DUBAN"
"1-462197695              NEELKANTH COLLEGE OF ENGINEERING                                         Uttar Pradesh   MEERUT             MEERUT"
"1-10802821               NOIDA INSTITUTE OF ENGINEERING AND TECHNOLOGY (PHARMACY INSTITUTE)       Uttar Pradesh   GAUTAM BUDDHA NAGARGREATER NOIDA"
"1-485055081              LITTLE FLOWER POLYTECHNIC                                                Uttar Pradesh   GORAKHPUR          GORAKHPUR"
"1-5571961                STALLION COLLEGE FOR ENGINEERING AND TECHNOLOGY                          Uttar Pradesh   SAHARANPUR         RASOOLPUR"
"1-5403541                INSTITUTE OF ADVANCED MANAGEMENT AND RESERCH                             Uttar Pradesh   GHAZIABAD          GHAZIABAD"
"1-3548911                I.T.S ENGINEERING COLLEGE                                                Uttar Pradesh   GAUTHAM BUDDHA NAGAR"
"GREATER NOIDA"
"1-3105801                M.G. INSTITUTE OF MANAGEMENT & TECHNOLOGY                                Uttar Pradesh   LUCKNOW            LUCKNOW"
"1-10311357               SHREE SATYA INSTITUTE OF MANAGEMENT (MBA)                                Uttar Pradesh   MORADABAD          MORADABAD"
"1-16049655               VIVEK COLLEGE OF TECHNICAL EDUCATION                                     Uttar Pradesh   BIJNOR             AGRI"
"1-5150926                SHRINATHJI INSTITUTE FOR TECHNICAL EDUCATION                             Uttar Pradesh   MEERUT             MEERUT"
"1-10665381               M.D. COLLEGE, AGRA                                                       Uttar Pradesh   AGRA               AGRA"
"1-20635701               CHANDRAGUPT INSTITUTE OF MANAGEMENT PATNA                                Bihar           PATNA              PATNA"
"1-499378841              GOVERNMENT POLYTECHNIC KANPUR                                            Uttar Pradesh   KANPUR NAGAR       KANPUR"
"1-510782393              HANDIA POLYTECHNIC HANDIA ALLAHABAD                                      Uttar Pradesh   ALLAHABAD          TOWN HANDIA"
"1-3693194                BRD COLLEGE OF MANAGEMENT AND SCIENCES                                   Uttarakhand     HARIDWAR           ROORKEE"
"1-16164623               MAHADEVI INSTITUTE OF TECHNOLOGY                                         Uttarakhand     DEHRADUN           DEHRA DUN"
"1-475501231              HEWETT POLYTECHNIC                                                       Uttar Pradesh   LUCKNOW            LUCKNOW"
"1-497484511              SRI ANAR DEVI KHANDELWAL MAHILA POLYTECHNIC, MATHURA                     Uttar Pradesh   MATHURA            MATHURA"
"1-2062754581             ITM-FHRAI INSTITUTE OF HOSPITALITY & MANAGEMENT                          Uttar Pradesh   GAUTHAM BUDDHA NAGAR"
"GREATER NOIDA"
"1-479655381              PRASAD POLYTECHNIC                                                       Uttar Pradesh   JAUNPUR            JAUNPUR"
"1-521245043              K.L. POLYTECHNIC                                                         Uttarakhand     HARIDWAR           ROORKEE"
"1-5354601                ESHAN COLLEGE OF ENGINEERING                                             Uttar Pradesh   MATHURA            MATHURA"
"1-496078411              GOVERNMENT POLYTECHNIC, GORAKHPUR                                        Uttar Pradesh   GORAKHPUR          GORAKHPUR"
"1-525400571              INFINITY INSTITUTE OF MANAGEMENT & TECHNOLOGY                            Uttar Pradesh   SAHARANPUR         DEOBAND"
"1-10813514               SHAMBHUNATH INSTITUTE OF ENGINEERING & TECHNOLOGY                        Uttar Pradesh   ALLAHABAD          ALLAHABAD"
"1-6027111                JSS ACADEMY OF TECHNICAL EDUCATION                                       Karnataka       BANGALORE URBAN    BANGALORE"
"1-8869281                INSTITUTE OF PROFESSIONAL STUDIES & RESEARCH (IPSR)                      Uttar Pradesh   UNNAO              UNNAO"
"1-508493831              GOVERNMENT POLYTECHNIC VIKASNAGAR                                        Uttarakhand     DEHRADUN           VIKANAGAR"
"1-4256011                SETH VISHAMBHAR NATH INSTITUTE OF MANAGEMENT STUDIES & RESEARCH          Uttar Pradesh   BARABANKI          BARABANKI"
"1-7601361                S.R.M. BUSINESS SCHOOL                                                   Uttar Pradesh   LUCKNOW            LUCKNOW"
"1-8845941                KLE DR. M. S. SHESHGIRI COLLEGE OF ENGINEERING AND TECHNOLOGY, BELGAUM   Karnataka       BELGAUM            BELGAUM"
"1-4736974                B.L.D.E.A'S V.P DR P.G.HALAKATTI COLLEGE OF ENGG. & TECH., BIJAPUR-03    Karnataka       BIJAPUR            BIJAPUR"
"1-2581815                ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY                             Kerala          ERNAKULAM          MUVATTUPUZHA"
"1-465904731              B.G.S POLYTECHNIC                                                        Karnataka       CHIKABALLAPUR      CHIKKABALLAPURA"
"1-422811081              S.T.S.K.K POLYTECHNIC, GADAG                                             Karnataka       GADAG              GADAG"
"1-487699231              MAHARAJA'S TECHNOLOGICAL INSTITUTE                                       Kerala          THRISSUR           THRISSUR/THRISSUR/CHEMBUKKAVU"
"1-462765721              PES POLYTECHNIC                                                          Karnataka       SHIMOGA            SHIVAMOGGA"
"1-12586204               MVJ COLLEGE OF ENGINEERING - MBA                                         Karnataka       BANGALORE URBAN    BANGALORE"
"1-4914383                TKM COLLEGE OF ENGINEERING                                               Kerala          KOLLAM             KOLLAM"
"1-465974991              GOVERNMENT POLYTECHNIC, BIDAR                                            Karnataka       BIDAR              BIDAR"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                            STATE           DISTRICT           CITY"
"1-463246411              U.P COLLEGE OF POLYTECHNIC FOR RESEARCH                                   Uttar Pradesh   SAHARANPUR         KAMALPUR"
"1-474848651              GOVERNMENT WOMENS POLYTECHNIC COLLEGE                                     Kerala          THIRUVANANTHAPURAM THIRUVANANTHYAPURAM"
"1-15067981               KERALA INSTITUTE OF TOURISM AND TRAVEL STUDIES                            Kerala          THIRUVANANTHAPURAM TRIVANDRUM"
"1-1555647901             GOVERNMENT POLYTECHNIC,KURSI ROAD,BARABANKI                               Uttar Pradesh   BARABANKI          FATEHPUR"
"1-442049281              MUKDAM BIHARI LAL COLLEGE OF TECHNOLOGY AND MANAGEMENT                    Uttar Pradesh   MATHURA            MAHUAN"
"1-5498631                AMBALIKA INSTITUTE OF MANAGEMENT AND TECHNOLOGY                           Uttar Pradesh   LUCKNOW            LUCKNOW"
"1-1555320081             GOVT. POLYTECHNIC CHANGIPUR (CHANDPUR) BIJNOR                             Uttar Pradesh   BIJNOR             VILL CHANGIPUR ,NEAR NOORPUR, TEHSIL CHANDPUR"
"1-475533653              GOVT GIRLS POLYTECHNIC, GORAKHPUR                                         Uttar Pradesh   GORAKHPUR          GORAKHPUR"
"1-5368091                SHIVDAN SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT                        Uttar Pradesh   ALIGARH            ALIGARH"
"1-419764751              I.T.S COLLEGE OF PHARMACY                                                 Uttar Pradesh   GHAZIABAD          GHAZIABAD"
"1-444175841              SANSKRITI INSTITUTE OF POLYTECHNIC                                        Uttar Pradesh   MATHURA            MATHURA"
"1-4594595                HINDUSTAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT                          Uttar Pradesh   AGRA               AGRA"
"1-5176651                INSTITUTE OF TECHNOLOGY AND MANAGEMENT                                    Uttar Pradesh   GORAKHPUR          GORAKHPUR"
"1-460908921              KM. MAYAWATI GOVERMENT GIRLS POLYTECHNIC                                  Uttar Pradesh   GAUTAM BUDDHA NAGARBADALPUR"
"1-3199093                SUNDER DEEP GROUP OF INSTITUTIONS                                         Uttar Pradesh   GHAZIABAD          GHAZIABAD"
"1-9910811                DR. GAUR HARI SINGHANIA INSTITUTE OF MANAGEMENT AND RESEARCH              Uttar Pradesh   KANPUR NAGAR       KANPUR"
"1-7058815                NARAINA VIDYA PEETH ENGINEERING & MANAGEMENT INSTITUTE                    Uttar Pradesh   KANPUR NAGAR       KANPUR"
"1-7182681                SCHOOL OF MANAGEMENT SCIENCES                                             Uttar Pradesh   VARANASI           VARANASI"
"1-431052731              SHAKAMBHARI INSTITUTE OF HIGHER EDUCATION & TECHNOLOGY                    Uttarakhand     HARIDWAR           ROORKEE"
"1-419604461              PRATAP COLLEGE OF MANAGEMENT                                              Uttar Pradesh   FATEHPUR           VILLAGE"
"1-10903001               L. N. MISHRA INSTITUTEOF ECONOMIC DEVELOPMENT AND SOCIAL CHANGE           Bihar           PATNA              PATNA"
"1-3962501                MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY                              Uttar Pradesh   MEERUT             MEERUT"
"1-517247631              B. D. COLLEGE                                                             Bihar           PATNA              PATNA"
"1-5353321                KOTHIWAL INSTITUTE OF TECHNOLOGY & PROFESSIONAL STUDIES                   Uttar Pradesh   MORADABAD          MORADABAD"
"1-8311101                SHREE HARISH CHANDRA P.G. COLLEGE, INSTITUTE OF PHARMACY                  Uttar Pradesh   VARANASI           VARANASI"
"1-6758201                RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY (MBA)                              Uttar Pradesh   GHAZIABAD          GHAZIABAD"
"1-8654601                BABU BANARSI DAS INSTITUTE OF ENGINEERING TECHNOLOGY & RESEARCH CENTRE    Uttar Pradesh   BULANDSHAHAR       JAHANGIRABAD"
"1-463889211              GYANI INDER SINGH INSTITUTE OF PROFESSIONAL STUDIES                       Uttarakhand     DEHRADUN           DEHRADUN"
"1-8481761                SMT TARAWATI INSTITUTE OF BIOMEDICAL & ALLIED SCIENCES                    Uttarakhand     HARIDWAR           ROORKEE"
"1-772173001              GRD POLYTECHNIC DEHRADUN                                                  Uttarakhand     DEHRADUN           DEHRADUN"
"1-8319751                SANJAY COLLEGE OF PHARMACY                                                Uttar Pradesh   MATHURA            CHAUMUHAN"
"1-494408131              GOVERNMENT POLYTECHNIC BAREILLY                                           Uttar Pradesh   BAREILLY           BAREILLY"
"1-21788371               SR INSTITUTE OF MANAGEMENT& TECHNOLOGY                                    Uttar Pradesh   LUCKNOW            LUCKNOW"
"1-506729231              GOVERNMENT POLYTECHNIC SHAKTIFARM                                         Uttarakhand     UDHAM SINGH NAGAR SITARGANJ"
"1-13118164               IEM INSTITUTE OF BUSINESS MANAGEMENT                                      Uttar Pradesh   BARABANKI          GUGAUR"
"1-424563001              SHRI RAM MURTI SMARAK COLLEGE OF ENGINEERING AND TECHNOLOGY BAREILLY(PHARMACY)"
"Uttar Pradesh   BAREILLY           BAREILLY"
"1-8664581                GRADUATE SCHOOL OF BUSINESS & ADMINISTRATION                              Uttar Pradesh   GAUTAM BUDDHA NAGARGAUTAM BUDH NAGAR"
"1-9932280                KAMLA NEHRU INSTITUTE OF TECHNOLOGY , SULTANPUR                           Uttar Pradesh   SULTANPUR          SULTANPUR"
"1-5865421                BRAHMANAND GROUP OF INSTITUTIONS                                          Uttar Pradesh   BULANDSHAHAR       BULANDSHAHR"
"1-4167997                HI-TECH INSTITUTE OF ENGINEERING & TECHNOLOGY                             Uttar Pradesh   GHAZIABAD          GHAZIABAD"
"1-25385201               MUZAFFARPUR INSTITUTE OF TECHNOLOGY, MUZAFFARPUR                          Bihar           MUZAFFARPUR         MUZAFFARPUR"
"1-505421321              INSTITUTE OF ENGINEERING AND TECHNOLOGY                                   Uttar Pradesh   LUCKNOW            LUCKNOW"
"1-477119421              EMERALD-9 INSTITUTE OF MANAGEMENT AND TECHNOLOGY                          Uttar Pradesh   BARABANKI          KHAJOORGAUN"
